PID,Civic Address,Contact,Community,Pad Fee,Term,Source,Listing,lat,lon,Website,satellite,Streetview,Municipality,Zone Code,Zone Description,Width,Depth,Lot Size,Gross Taxes,BCA Description,2024 Assessed Land Value,2024 Assessed Total Value,Transacted,Transacted Year,Transaction Details
003-467-775,45835 SLEEPY HOLLOW RD Rural BC V2R 5A9,,,,,,,,,,,,Rural,MHP,Manufactured Home Park,-,-,210264.12,5737.24,MOBILE HOME PARK,1739000,2048000,,,
006-032-206,3117 CLARK ST Rural BC,,,,,,,,,,,,Rural,,,-,-,84070.8,3584.45,MOBILE HOME PARK,463100,496300,,,
007-615-116,3347 KOFOED DR Rural BC V8G 3P8,,,,,,,,,,,,Rural,,,-,-,47044.8,1373.84,MOBILE HOME PARK,161000,182700,,,
006-976-492,A-1585 BARCALOW RD Rural BC V0J 2A0,,,,,,,,,,,,Rural,,,-,-,435600,280.72,MOBILE HOME PARK,36800,46800,,,
015-631-796,48990 HIGHWAY 37 Rural BC V0C 1L0,,,,,,,,,,,,Rural,,,-,-,536659.2,2036.26,MOBILE HOME PARK,222000,292200,,,
009-207-686,1310 SPRUSTON RD Rural BC V9X 1R2,,,,,,,,,,,,Rural,RS6 (Subdivision District D),Residential 6 Zone,-,-,183518.28,-,MOBILE HOME PARK,2021000,2104100,,,
030-120-837,3510 ERICKSON RD Rural BC V0B 1G9,,,,,,,,,,,,Rural,R5,Manufactured Home Park,-,-,292636.08,-,MOBILE HOME PARK,1145000,1475000,,,
028-409-230,10860 CHEMAINUS RD Rural BC V9G 2A4,,,,,,,,,,,,Rural,C-2,LOCAL COMMERCIAL 2 ZONE,-,-,109771.2,-,MOBILE HOME PARK,1674000,1809000,,,
010-777-423,2454 GRANT'S FRTG RD Rural BC V0J 3A1,,,,,,,,,,,,Rural,Ag1R7,Agricultural ZoneManufactured Home Park Zone,-,-,3120638.4,4801.43,MOBILE HOME PARK,758000,973000,,,
005-586-992,2345 OLD NANAIMO HY Rural BC,,,,,,,,,,,,Rural,,,-,-,146013.12,-,MOBILE HOME PARK,613000,655900,,,
010-718-036,4650 CUNNINGHAM FRONTAGE RD Rural BC V0E 2J0,,,,,,,,,,,,Rural,MHP1AG1,Manufactured Home Park 1 ZoneAgriculture 1 Zone,-,-,319469.04,-,MOBILE HOME PARK,569000,590200,,,
001-765-442,2785 WALLBANK RD Rural BC,,,,,,,,,,,,Rural,R-4A,Village Manufactured Home Park Residential,-,-,432986.4,-,MOBILE HOME PARK,3697000,4016000,,,
002-564-661,1624 TRANS CANADA HY Rural BC,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,2319570,-,MOBILE HOME PARK - ABOVE AVERAGE,537000,568400,,,
001-040-618,104 HOREL RD Rural BC V8K 2A3,,,,,,,,,,,,Rural,R3,Residential 3,-,-,154638,9010.32,MOBILE HOME PARK,744000,2401000,,,
010-649-191,8442 SPRINGBROOK RD Rural BC V8A 0S3,,,,,,,,,,,,Rural,,,-,-,446882.04,-,MOBILE HOME PARK,1435000,2117000,,,
010-912-053,11001 POPKUM RD N Rural BC V0X 1X1,,,,,,,,,,,,Rural,R-3,Rural 3,-,-,2112093.72,1240.35,MOBILE HOME PARK,352547,551447,,,
000-874-248,1260 FISHER RD Rural BC V0R 1L4,,,,,,,,,,,,Rural,RR-4,RURAL MANUFACTURED HOME PARK 4 ZONE,-,-,214750.8,-,MOBILE HOME PARK,2107000,2272000,,,
004-819-217,7400 PLEASANT VALLEY RD Rural BC V1B 3V2,,,,,,,,,,,,Rural,R5,Residential Manufactured Home Community,-,-,242629.2,-,MOBILE HOME PARK,2304000,2535000,,,
012-015-334,6911 SAVONA ACCESS RD Rural BC V0K 2J0,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,32670,-,MOBILE HOME PARK,239000,255800,,,
011-887-575,1267 DICKEN RD Rural BC V0B 1M5,,,,,,,,,,,,Rural,RH-1RR-8,Mobile Home Park Residential ZoneRural Residential (Country) Zone,-,-,2296570.32,-,MOBILE HOME PARK,2142000,2779000,,,
009-383-158,970 KELLY RD Rural BC V1N 4P5,,,,,,,,,,,,Rural,R2I,Country Residential,-,-,54885.6,-,MOBILE HOME PARK,222000,463000,,,
014-967-171,3851 HIGHWAY 97 S Rural BC V0C 1J0,,,,,,,,,,,,Rural,MHP,Manufactured Home Park Zone,-,-,416869.2,1781.33,MOBILE HOME PARK,258000,347700,,,
007-929-447,5506 PARK DR Rural BC V0K 2E1,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,284882.4,7575.78,MOBILE HOME PARK,1190000,1477000,,,
015-377-181,46484 CHILLIWACK LAKE RD Rural BC V2R 3R9,,,,,,,,,,,,Rural,MHP,Manufactured Home Park,-,-,564581.16,21488.47,MOBILE HOME PARK,5481000,6684200,,,
015-052-559,3128 HOOKER RD Rural BC,,,,,,,,,,,,Rural,RR 1,Rural 1,-,-,3503443.68,2444.29,MOBILE HOME PARK,517000,623000,,,
003-523-560,3464 YELLOW POINT RD Rural BC V9G 1E6,,,,,,,,,,,,Rural,R-1C-4,Rural ResidentialTourist Recreational Commercial,-,-,556261.2,-,MOBILE HOME PARK,5027000,5527000,,,
008-455-139,1120 SHAWNIGAN-MILL BAY RD Rural BC V0R 2P2,,,,,,,,,,,,Rural,R-4,VILLAGE MANUFACTURED HOME PARK 4 ZONE,-,-,1470150,-,MOBILE HOME PARK,6367000,6758000,,,
006-481-434,1540 COWICHAN BAY RD Rural BC V0R 1N1,,,,,,,,,,,,Rural,R-1MU-3,Rural Village Manufactured Home Park ZoneMixed Use Commercial Residential 3 Zone,-,-,363159.72,-,MOBILE HOME PARK,2879000,3547200,,,
014-990-318,4775 WOOD LN Rural BC,,,,,,,,,,,,Rural,R-MP,Mobile Home Park Residential Zone,-,-,313762.68,-,MOBILE HOME PARK,1413000,1545000,,,
010-852-913,862 BC SPRUCE RD Rural BC,,,,,,,,,,,,Rural,R7,Manufactured Home Park Zone,-,-,515750.4,3641.18,MOBILE HOME PARK,563000,703000,,,
014-611-678,MAKAYEV RD Rural BC V1N 4K3,,,,,,,,,,,,Rural,R1,Suburban Residential,-,-,18730.8,-,MOBILE HOME PARK,218000,227700,,,
016-442-105,446 LUMBY MABEL LAKE RD Rural BC V0E 2G5,,,,,,,,,,,,Rural,R5,Residential Manufactured Home Community,-,-,1458388.8,-,MOBILE HOME PARK,3562000,3945000,,,
014-705-222,6598 LARCH RD Rural BC,,,,,,,,,,,,Rural,R-MP,Manufactured Home Park Residential,-,-,74052,-,MOBILE HOME PARK,241000,285500,,,
011-538-791,2009 HIGHWAY 3 Rural BC V0B 1M5,,,,,,,,,,,,Rural,RH-1CG-4,Mobile Home Park Residential ZoneHighway Commercial Zone,-,-,324522,-,MOBILE HOME PARK,1174600,1629500,,,
002-606-674,4072 HILLS FRONTAGE RD Rural BC V0K 1H1,,,,,,,,,,,,Rural,R-1,RESIDENTIAL SINGLE AND TWO FAMILY,-,-,143748,-,MOBILE HOME PARK,102000,191800,,,
026-847-833,102 12TH AV Rural BC V0G 1G0,,,,,,,,,,,,Rural,MHP,Manufactured Home Park,-,-,297950.4,-,MOBILE HOME PARK,697000,1164000,,,
005-647-967,1698 WILKINSON RD Rural BC V9X 1V9,,,,,,,,,,,,Rural,RS6 (Subdivision District D),Residential 6 Zone,-,-,89298,-,MOBILE HOME PARK,702000,989000,,,
004-760-956,50610 TRANS CANADA HY Rural BC V0K 1C0,,,,,,,,,,,,Rural,,,-,-,1112958,9966.85,MOBILE HOME PARK,591000,1408000,,,
023-057-335,2 ST Rural BC,,,,,,,,,,,,Rural,,,-,-,12850.2,-,MOBILE HOME PARK,106000,131100,,,
002-999-838,201-1885 TAPPEN NOTCH HILL RD Rural BC V0E 2X3,,,,,,,,,,,,Rural,,,-,-,5907040.92,-,MOBILE HOME PARK,3037503,3688503,,,
024-502-952,1730 WHIBLEY RD Rural BC,,,,,,,,,,,,Rural,MHP-1.3,Manufactured Home Park 1.3,-,-,138869.28,-,MOBILE HOME PARK,593000,1376000,,,
009-762-183,6210 LOWER ELK VALLEY RD Rural BC V0B 2G3,,,,,,,,,,,,Rural,RH-1,Mobile Home Park Residential Zone,-,-,87120,-,MOBILE HOME PARK,465000,527000,,,
025-160-460,22-4029 BROADWATER RD Rural BC V1N 4V6,,,,,,,,,,,,Rural,R3,Rural Residential,-,-,930006,-,MOBILE HOME PARK,1163000,1820000,,,
001-907-191,161 HORNE LAKE RD Rural BC V9K 1T9,,,,,,,,,,,,Rural,CD32 (Subdivision District Z),HORNE LAKE RD CD32,-,-,114998.4,-,MOBILE HOME PARK,730000,926000,,,
015-724-379,SETTLEMENT RD Rural BC V0B 1G2,,,,,,,,,,,,Rural,R2,Country Residential,-,-,90604.8,-,MOBILE HOME PARK,423000,541000,,,
010-326-111,8953 SHOOK RD Rural BC,,,,,,,,,,,,Rural,R-4,Rural 4,-,-,69696,2652.5,MOBILE HOME PARK,650000,1002000,,,
013-233-254,851 OLD N THOMPSON HY Rural BC V0E 1N2,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,770140.8,6886.65,MOBILE HOME PARK,838000,1311000,,,
008-700-656,20-1421 ERICKSON RD Rural BC V0B 1G1,,,,,,,,,,,,Rural,R5,Manufactured Home Park,-,-,382892.4,-,MOBILE HOME PARK,1180700,1603200,,,
005-722-799,1909 ERICKSON RD Rural BC,,,,,,,,,,,,Rural,R5,Manufactured Home Park,-,-,527947.2,-,MOBILE HOME PARK,1750000,1968000,,,
007-174-659,52324 YALE RD Rural BC V0X 1X1,,,,,,,,,,,,Rural,MHP,Manufactured Home Park,-,-,465656.4,14577.39,MOBILE HOME PARK,4494000,5121000,,,
001-340-000,4544 LANES RD Rural BC V0R 1N2,,,,,,,,,,,,Rural,R-1,Rural Village Manufactured Home Park Zone,-,-,227383.2,-,MOBILE HOME PARK,2191000,2925000,,,
013-351-834,2312 30TH AV S Rural BC V1C 7B1,,,,,,,,,,,,Rural,R-MP,Manufactured Home Park Residential,-,-,138085.2,-,MOBILE HOME PARK,539000,607300,,,
018-802-842,602 ELM ST Rural BC V2J 3X1,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,361548,8602.91,MOBILE HOME PARK,598000,1327000,,,
008-630-712,4824 EDWARDS RD Rural BC,,,,,,,,,,,,Rural,RS 1,Settlement Area 1,-,-,165092.4,1183.68,MOBILE HOME PARK,202000,226400,,,
010-393-421,3387 RED BLUFF RD Rural BC V2J 6G6,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,367210.8,3763.99,MOBILE HOME PARK,474000,590000,,,
014-392-658,3214 YMIR RD Rural BC V1L 6Z4,,,,,,,,,,,,Rural,,,-,-,52620.48,-,MOBILE HOME PARK,248000,380000,,,
014-392-739,3202 PERRIER RD Rural BC V1L 6Z3,,,,,,,,,,,,Rural,,,-,-,27007.2,-,MOBILE HOME PARK,148000,157700,,,
013-011-847,2678 GRANITE RD Rural BC V1L 6V3,,,,,,,,,,,,Rural,,,-,-,237402,-,MOBILE HOME PARK,1348000,1860000,,,
012-281-905,2513 GRANITE RD Rural BC,,,,,,,,,,,,Rural,,,-,-,597643.2,-,MOBILE HOME PARK,705000,860000,,,
005-166-012,5506 PARK DR Rural BC V0K 2E1,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,172062,3343.8,MOBILE HOME PARK,567000,650600,,,
010-558-926,1302 CEDAR ST Rural BC V0H 1R4,,,,,,,,,,,,Rural,RSM1,Low Density Residential Manufactured Home Park Zone,-,-,224769.6,-,MOBILE HOME PARK,2477000,2580000,,,
018-162-355,7126 HIGHWAY 3A Rural BC V1L 6S3,,,,,,,,,,,,Rural,,,-,-,405108,-,MOBILE HOME PARK,3086000,4201000,,,
008-313-571,5760 FALKLAND RD Rural BC V0E 1W0,,,,,,,,,,,,Rural,MHP,MHP - Mobile Home Park,-,-,48525.84,-,MOBILE HOME PARK,343000,369300,,,
015-134-776,3075 CARIBOO HWY 97 Rural BC,,,,,,,,,,,,Rural,CD 1,Comprehensive Development 1,-,-,149454.36,8724.68,MOBILE HOME PARK,452300,1289900,,,
007-887-612,1714 ALBERNI HY Rural BC,,,,,,,,,,,,Rural,MHP-1.5,Manufactured Home Park 1.5,-,-,217800,-,MOBILE HOME PARK,2167000,2453000,,,
005-002-010,3660 HALLBERG RD Rural BC V9G 1L4,,,,,,,,,,,,Rural,RS6 (Subdivision District D),Residential 6 Zone,-,-,1022788.8,-,MOBILE HOME PARK,8609000,9241600,,,
005-782-805,1705 CHARLIE FRONTAGE RD Rural BC,,,,,,,,,,,,Rural,R7RR1,Manufactured Home Park ZoneRural Resource Zone,-,-,1712343.6,2669.84,MOBILE HOME PARK,477000,538900,,,
013-064-576,130 FERRY RD Rural BC V0E 1N2,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,287496,3056.19,MOBILE HOME PARK,474000,596000,,,
010-688-048,12793 MADEIRA PARK RD Rural BC,,,,,,,,,,,,Rural,RM-3,Mobile Home Park,-,-,142441.2,3160.51,MOBILE HOME PARK,911000,942500,,,
011-027-347,5455 ALMOND GARDENS RD W Rural BC V0H 1H4,,,,,,,,,,,,Rural,R3,Manufactured Home Park Residential 3,-,-,469576.8,-,MOBILE HOME PARK,2050000,2877000,,,
006-059-198,6517 RANCHERO DR E Rural BC V1E 2P9,,,,,,,,,,,,Rural,MHP1,MHP1 - Manufactured Home Park 1,-,-,89733.6,-,MOBILE HOME PARK,691000,725100,,,
005-383-943,1450 TELKWA HIGHROAD Rural BC V0J 2X1,,,,,,,,,,,,Rural,R7,Manufactured Home Park Zone,-,-,269200.8,1137.39,MOBILE HOME PARK,411000,427200,,,
030-933-641,2932 BUCKLEY RD Rural BC,,,,,,,,,,,,Rural,MHP,MHP - Mobile Home Park,-,-,830689.2,-,MOBILE HOME PARK,6797000,7418000,,,
011-565-497,3624 OLD LAKELSE LAKE DR Rural BC,,,,,,,,,,,,Rural,,,-,-,381585.6,8442.05,MOBILE HOME PARK,1022000,1158000,,,
000-376-035,3475 LIONESS BV Rural BC,,,,,,,,,,,,Rural,RU1 (Subdivision District D)CM5 (Subdivision District M),Rural 1 ZoneCommercial 5 Zone,-,-,624650.4,-,MOBILE HOME PARK,1701000,1816000,,,
028-581-229,6843 SAVONA ACCESS RD Rural BC V0K 2J0,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,39029.76,-,MOBILE HOME PARK,410000,436800,,,
000-090-298,3640 TRANS CANADA HY Rural BC V0R 1L7,,,,,,,,,,,,Rural,R-4,VILLAGE MANUFACTURED HOME PARK 4 ZONE,-,-,440783.64,-,MOBILE HOME PARK,3736000,4129000,,,
005-182-816,562 ELM ST Rural BC V2J 3X1,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,216667.44,6246.58,MOBILE HOME PARK,815000,980000,,,
006-742-904,6095 LUGRIN RD Rural BC V9Y 8K5,,,,,,,,,,,,Rural,,,-,-,199940.4,-,MOBILE HOME PARK,737000,783900,,,
010-942-602,8487 HIGHWAY 97 Rural BC V0H 1T2,,,,,,,,,,,,Rural,RSM1CT2,Low Density Residential Manufactured Home Park ZoneCampground Commercial Zone,-,-,1296345.6,-,MOBILE HOME PARK,7693500,8908100,,,
003-970-221,3115 RIVER BEND RD Rural BC,,,,,,,,,,,,Rural,Ru5MHPRR1,Rural 5 (Ru5)Mobile Home Park (MHP)Rural Residential 1 (RR1),-,-,188614.8,1140.42,MOBILE HOME PARK,276000,300100,,,
013-233-343,935 OLD N THOMPSON HY Rural BC V0E 1N2,,,,,,,,,,,,Rural,RL-1MH-1,RURALMANUFACTURED HOME PARK,-,-,5671076.4,7235.35,MOBILE HOME PARK,1135000,1410000,,,
008-253-862,5679 TOMSWOOD RD Rural BC V9Y 8V6,,,,,,,,,,,,Rural,,,-,-,131986.8,-,MOBILE HOME PARK,629000,690200,,,
004-048-997,1A-1770 HIGHWAY 3A Rural BC V0X 1N6,,,,,,,,,,,,Rural,,,-,-,446577.12,-,MOBILE HOME PARK,834000,896500,,,
002-871-564,5621 HIGHWAY 97 Rural BC V0H 1T9,,,,,,,,,,,,Rural,RSM1,Low Density Residential Manufactured Home Park Zone,-,-,42253.2,-,MOBILE HOME PARK,472000,500400,,,
008-129-967,5665 HIGHWAY 97 Rural BC V0H 1T9,,,,,,,,,,,,Rural,AG1,Agriculture One Zone,-,-,40249.44,-,MOBILE HOME PARK,702000,824000,,,
010-079-653,3546 YELLOWHEAD HY S Rural BC,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,277041.6,-,MOBILE HOME PARK,121000,392000,,,
012-883-832,1-1550 ALDOUS ST Rural BC V0J 2J1,,,,,,,,,,,,Rural,,,-,-,184694.4,3083.75,MOBILE HOME PARK,119000,348000,,,
010-370-544,2930 BROWN RD Rural BC V1E 3K3,,,,,,,,,,,,Rural,MHP,MHP - Mobile Home Park,-,-,672130.8,-,MOBILE HOME PARK,3088000,3168300,,,
030-709-181,121 FERRY RD Rural BC V0E 1N2,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,542496.24,5502.13,MOBILE HOME PARK,720000,1073000,,,
008-915-423,154 WHITEVALE RD Rural BC V0E 2G7,,,,,,,,,,,,Rural,R2,Residential Two Family,-,-,68389.2,-,MOBILE HOME PARK,498000,522000,,,
012-564-451,2202 BASALT AV Rural BC,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,236966.4,1909.55,MOBILE HOME PARK,267000,304600,,,
009-171-118,3211 GOOK RD Rural BC V2J 6N6,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,327135.6,4766.68,MOBILE HOME PARK,347000,739000,,,
012-904-635,3969 BROADWATER RD Rural BC V1N 4V5,,,,,,,,,,,,Rural,R3,Rural Residential,-,-,678229.2,-,MOBILE HOME PARK,1439000,1600000,,,
007-476-442,1131 FLUME RD Rural BC V0N 2W2,,,,,,,,,,,,Rural,RM2,Residential Multiple Two,-,-,535788,14848.32,MOBILE HOME PARK,3248600,4135100,,,
017-950-414,622 KEREMEOS BYPASS RD Rural BC,,,,,,,,,,,,Rural,,,-,-,80498.88,-,MOBILE HOME PARK,613000,756000,,,
003-943-151,2150 MAPLE DR Rural BC,,,,,,,,,,,,Rural,M 1-1,Special Exception M 1-1,-,-,154638,4243.93,MOBILE HOME PARK,204600,424100,,,
025-195-182,59 NORTH FORK RD Rural BC V0E 2G3,,,,,,,,,,,,Rural,R5NU,Residential Manufactured Home CommunityNon-Urban,-,-,985762.8,-,MOBILE HOME PARK,707000,812000,,,
013-140-191,325 SKYLINE RD Rural BC V2J 6H9,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,276998.04,1503.12,MOBILE HOME PARK,246000,263700,,,
008-519-536,3-2121 BALSAM AV Rural BC V2J 5J3,,,,,,,,,,,,Rural,R 4-3,Special Exception R 4-3,-,-,153766.8,3432.05,MOBILE HOME PARK,313000,554000,,,
012-494-003,432 MERRITT SPENCES BR Rural BC,,,,,,,,,,,,Rural,MH-1R-1,MANUFACTURED HOME PARKRESIDENTIAL SINGLE AND TWO FAMILY,-,-,49222.8,-,MOBILE HOME PARK,98700,103600,,,
001-291-726,380 MARTINDALE RD Rural BC V9P 1R7,,,,,,,,,,,,Rural,CM8 (Subdivision District D),Commercial 8 Zone,-,-,527947.2,-,MOBILE HOME PARK,1897300,2928300,,,
004-969-987,2725 DUBOIS RD Rural BC,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,448668,3694.99,MOBILE HOME PARK,448000,593000,,,
008-743-754,1413 SUNSHINE COAST HY Rural BC V0N 1V5,,,,,,,,,,,,Rural,RM2,Residential Multiple Two,-,-,1549429.2,36020.93,MOBILE HOME PARK,10736000,11434000,,,
006-328-415,5235 SHAW RD Rural BC V1E 4M3,,,,,,,,,,,,Rural,MHP1,MHP1 - Manufactured Home Park 1,-,-,118918.8,-,MOBILE HOME PARK,663000,698800,,,
002-952-319,3-6458 50 AV SE Rural BC V1E 2X2,,,,,,,,,,,,Rural,MHP1,MHP1 - Manufactured Home Park 1,-,-,180164.16,-,MOBILE HOME PARK,862500,911900,,,
005-438-730,3449 HALLBERG RD Rural BC V9G 1L2,,,,,,,,,,,,Rural,RS6 (Subdivision District D),Residential 6 Zone,-,-,429066,-,MOBILE HOME PARK,5394000,5688000,,,
009-477-080,5150 CHRISTIE RD Rural BC V9G 1J2,,,,,,,,,,,,Rural,MP-1,Mobile Home Park,-,-,260488.8,-,MOBILE HOME PARK,1894000,2045000,,,
018-632-424,4796 TRANS CANADA HY Rural BC V1S 2A8,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,410335.2,-,MOBILE HOME PARK,1216000,1458000,,,
010-485-538,35584 DURIEU RD Rural BC V2V 7K9,,,,,,,,,,,,Rural,R-3,Rural 3,-,-,316681.2,4711.62,MOBILE HOME PARK,1362000,1812000,,,
009-504-613,254 MERRITT SPENCES BR Rural BC,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,513136.8,-,MOBILE HOME PARK,2409000,2412200,,,
031-101-542,2714 LOWER SIX MILE RD Rural BC,,,,,,,,,,,,Rural,R5,Manufactured Home Park,-,-,334105.2,-,MOBILE HOME PARK,3366000,4223300,,,
030-065-691,GALLAGHER LAKE FRONT Rural BC V0H 1T2,,,,,,,,,,,,Rural,RSM1,Low Density Residential Manufactured Home Park Zone,-,-,1248429.6,-,MOBILE HOME PARK,5599000,9713000,,,
010-476-865,4640 6TH AV Rural BC V0H 1R5,,,,,,,,,,,,Rural,RSM1,Low Density Residential Manufactured Home Park Zone,-,-,246549.6,-,MOBILE HOME PARK,915000,953500,,,
003-364-224,52604 YALE RD Rural BC V0X 1X1,,,,,,,,,,,,Rural,MHP,Manufactured Home Park,-,-,213444,7592.46,MOBILE HOME PARK,2190000,2637000,,,
005-021-677,1518 HIGHWAY 3A Rural BC V0X 1N6,,,,,,,,,,,,Rural,,,-,-,468531.36,-,MOBILE HOME PARK,928000,1116000,,,
010-302-549,95 LAIDLAW RD Rural BC,,,,,,,,,,,,Rural,R7,Manufactured Home Park Zone,-,-,1061818.56,14187.49,MOBILE HOME PARK,2435000,2548000,,,
024-871-711,3941 OLD LAKELSE LAKE DR Rural BC,,,,,,,,,,,,Rural,,,-,-,238708.8,4140.98,MOBILE HOME PARK,340000,562000,,,
010-649-131,3886 MULLER AV Rural BC V8G 3T8,,,,,,,,,,,,Rural,,,-,-,32016.6,1952.79,MOBILE HOME PARK,272000,295000,,,
002-613-336,2029 SOUTH WELLINGTON RD Rural BC V9X 1V7,,,,,,,,,,,,Rural,RS2 (Subdivision District F),Residential 2 Zone,-,-,238708.8,-,MOBILE HOME PARK,681100,1878500,,,
008-620-822,2354 POWELL AV Rural BC,,,,,,,,,,,,Rural,,,-,-,703581.12,1444,MOBILE HOME PARK,73700,114100,,,
000-257-419,882 WEMBLEY RD Rural BC V9P 2E6,,,,,,,,,,,,Rural,CM2 (Subdivision District Q),Commercial 2 Zone,-,-,53579,-,MOBILE HOME PARK,651000,770000,,,
024-592-633,1401 PRICE RD Rural BC,,,,,,,,,,,,Rural,MHP-1.9,Manufactured Home Park 1.9,-,-,231434.28,-,MOBILE HOME PARK,1284000,1478000,,,
007-887-531,1730 ALBERNI HY Rural BC,,,,,,,,,,,,Rural,MHP-1.8C-3,Manufactured Home Park 1.8Commercial 3,-,-,213879.6,-,MOBILE HOME PARK,1482000,1636000,,,
005-384-869,10901 BYE RD Rural BC V0J 1Z2,,,,,,,,,,,,Rural,R7,Manufactured Home Park Zone,-,-,1178036.64,773.78,MOBILE HOME PARK,18800,131800,,,
007-875-207,100-4965 PINE ACRES RD Rural BC V0E 1M3,,,,,,,,,,,,Rural,MH-1C-4,MANUFACTURED HOME PARKRECREATIONAL COMMERCIAL,-,-,435600,-,MOBILE HOME PARK,751500,1795500,,,
015-824-802,8425 HIGHWAY 101 Rural BC V8A 0G9,,,,,,,,,,,,Rural,,,-,-,418176,-,MOBILE HOME PARK,1875000,2401600,,,
009-341-099,150 TAMARAC AV Rural BC V0G 1L1,,,,,,,,,,,,Rural,AGR1MHP,Agricultural Resource 1Manufactured Home Park,-,-,367646.4,-,MOBILE HOME PARK,534000,590900,,,
003-347-974,6353 CARIBOO HWY 97 Rural BC V0K 1K0,,,,,,,,,,,,Rural,LRT-2MH-1C-4,EXISTING LAKESHORE RESORTMANUFACTURED HOME PARKRECREATIONAL COMMERCIAL,-,-,833738.4,-,MOBILE HOME PARK,182400,607400,,,
005-662-907,2917 ALBERNI HY Rural BC,,,,,,,,,,,,Rural,,,-,-,206474.4,-,MOBILE HOME PARK,995000,1526000,,,
023-032-316,4141 HIGHWAY 3 Rural BC V0X 1N1,,,,,,,,,,,,Rural,,,-,-,752368.32,-,MOBILE HOME PARK,1064000,1111600,,,
013-262-475,1130 SWALLOW RD Rural BC V2J 6T7,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,1092484.8,2838.64,MOBILE HOME PARK,426000,463500,,,
008-621-675,1600 ECHO VALLEY RD Rural BC V0J 1E0,,,,,,,,,,,,Rural,,,-,-,3284859.6,7577.95,MOBILE HOME PARK,363400,1412000,,,
002-259-893,7617 PEMBERTON MEADOWS RD Rural BC V0N 2L2,,,,,,,,,,,,Rural,MHP,Mobile Home Park,-,-,217800,4199.65,MOBILE HOME PARK,1962000,2026700,,,
013-520-113,724 HIGHWAY 16 Rural BC,,,,,,,,,,,,Rural,R7,Manufactured Home Park Zone,-,-,435600,3349.65,MOBILE HOME PARK,175000,193800,,,
019-006-616,8400 SHOOK RD Rural BC V2V 7L5,,,,,,,,,,,,Rural,R-4TCG-2,Rural 4Tourist Campground 2,-,-,185130,3327.56,MOBILE HOME PARK,1227000,1227007,,,
015-076-466,30-1514 HIGHWAY 3A Rural BC V0X 1N6,,,,,,,,,,,,Rural,,,-,-,970516.8,-,MOBILE HOME PARK,1389000,2132000,,,
010-364-030,6350 ISLAND HY W Rural BC V9K 2E5,,,,,,,,,,,,Rural,RS6 (Subdivision District D)RS2 (Subdivision District M),Residential 6 ZoneResidential 2 Zone,-,-,418176,-,MOBILE HOME PARK,1471000,1563300,,,
014-262-070,8614 HIGHWAY 93/95 Rural BC,,,,,,,,,,,,Rural,R-MP,Mobile Home Park Residential Zone,-,-,202118.4,-,MOBILE HOME PARK,975000,1057700,,,
013-686-747,1935 BASS RD Rural BC V2G 5G6,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,100667.16,3150.17,MOBILE HOME PARK,514000,527900,,,
011-725-087,4558 ROBERTS RD Rural BC,,,,,,,,,,,,Rural,C3,Tourist Commercial Zone,-,-,673002,5597.27,MOBILE HOME PARK,805400,1072700,,,
011-740-396,8691 HIGHWAY 95A Rural BC,,,,,,,,,,,,Rural,R-MP,Manufactured Home Park Residential,-,-,117437.76,-,MOBILE HOME PARK,932000,1007800,,,
011-304-545,856 CEDAR ST Rural BC,,,,,,,,,,,,Rural,MH-1,MANUFACTURED HOME PARK,-,-,42253.2,2069.3,MOBILE HOME PARK,71800,399800,,,
023-207-540,1554 GRANITE RD Rural BC V1L 6T6,,,,,,,,,,,,Rural,,,-,-,247420.8,-,MOBILE HOME PARK,1336000,1569000,,,
015-272-940,2756 GREENWOOD RD Rural BC V1L 6L2,,,,,,,,,,,,Rural,R5,Manufactured Home Park,-,-,432986.4,-,MOBILE HOME PARK,3516000,3979000,,,
008-670-854,HIGHWAY 27 Rural BC,,,,,,,,,,,,Rural,R7,Manufactured Home Park Zone,-,-,16988.4,100.33,MOBILE HOME PARK,6700,15500,,,
